"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1903",1.88200349951131,1.21971002414179,1.73533973446028,1.21827315263456,2.30322061588014,1.40273060670251,1.48599546784226,1.82554525233015,1.56466705399,1.82286782077271,1.52148312363025,1.51660671820574,1.50169536866047,1.48149293610004,2.09666192229617,1.21407809378363,1.5515725639244,1.38932319703844,2.19108892025217,1.27610073056869,1.71525709970903,1.42099548457128,1.06674882631318,1.27180778395915,1.38631269931712,1.7761835893488,1.76814120900022,1.46905540772212,2.11348116861414,1.06290115927538,2.06787284905122,1.58405448337279,1.37025884888409,1.35492886962495,1.65503123974276,1.32997443655613,1.82669429235163,2.43608233954373,1.66199794581874,1.79378937997046
"1904",1.8801578403381,1.23729146121649,1.7392374696944,1.22883216947086,2.31694531390296,1.40833703652577,1.4884602367259,1.83125152799507,1.53522860743783,1.82419688254338,1.52500514339855,1.52416220972987,1.50277299581022,1.48215941260856,2.08944153131233,1.21488319238293,1.54001646451583,1.39160847144516,2.13579625146052,1.27818534203587,1.72066451082536,1.42802224421966,1.07424168015655,1.24493822851326,1.38638627437929,1.77360755254195,1.7228649012079,1.46624904416537,2.07617104331754,1.06072556786964,2.05487755020398,1.5875029813296,1.36659388714672,1.34767047873009,1.65860250753138,1.32093333934091,1.82761636433471,2.41205052349136,1.6685209141593,1.78682871697798
"1905",1.88309490592998,1.25755220124718,1.76094614713012,1.23530041022244,2.33004013823005,1.40304036647675,1.48714518968182,1.83345414886507,1.49781834810567,1.83219660035205,1.5260990280914,1.53582397129572,1.50439415516806,1.49524289041141,2.0843366104132,1.21526775131037,1.51904807227459,1.38691164453128,2.09552307475205,1.27226801588878,1.73575702568925,1.42985268672434,1.07498935507665,1.20220937009848,1.37327469175892,1.7657680245136,1.67873164925258,1.44348834293863,2.01681337924353,1.06193400876359,2.02453910759272,1.59084446319068,1.35957905143259,1.33489007739167,1.65358046334731,1.30317486431698,1.82761488812024,2.36592432805821,1.68288754217794,1.77277069610794
"1906",1.88857498228836,1.27312746086572,1.76093401546949,1.23847951546196,2.34663558403175,1.39167975065505,1.4856687757901,1.83260272787473,1.46897300048444,1.84705855082527,1.52043088798691,1.54879465487574,1.50647638779121,1.51572143456657,2.08046992641258,1.21553146499225,1.48420750433441,1.38700446043258,2.06188557122011,1.26571021728117,1.75059378348527,1.42864563314174,1.06802022622963,1.15567554660692,1.35136751056953,1.75876083813825,1.6250901252532,1.40316657783697,1.96012333121385,1.06197563667492,1.98811044155518,1.5976329108024,1.35338156426116,1.31413548646758,1.64691362928391,1.2822234392751,1.82712915737534,2.31015673912232,1.69862751482994,1.7539377885122
"1907",1.89381036815675,1.28107594382185,1.75527246903441,1.24460863300109,2.36585179916368,1.38952933476248,1.48239733923134,1.83424854116844,1.43968343153128,1.85795086987238,1.5126279110285,1.55799402589444,1.50690690879663,1.53416670343718,2.07152949130726,1.21721571165283,1.45018310927837,1.37810243801338,2.01681697392248,1.2575652024904,1.77322031607949,1.42807851423425,1.06215874037154,1.10323875944851,1.3274315653324,1.75084000356826,1.56852247303543,1.36993698679481,1.89964080287198,1.06150149882713,1.95212482149625,1.60142497884383,1.34474708125222,1.29166967062909,1.64325586543359,1.26128785540712,1.82717631010647,2.26496369667635,1.71222876985179,1.72932432054925
"1908",1.89183477903184,1.28425779588465,1.76062222242985,1.25934911023689,2.38198694816108,1.39456889095948,1.48264922340812,1.84351183487441,1.41647869799142,1.86068787349118,1.50978023660538,1.56501094317651,1.50655321898159,1.54258870956307,2.0607449689003,1.22225168560918,1.42708877692094,1.37696872115483,1.98563491714243,1.2552521976563,1.79165544472954,1.43350884124038,1.06149726159876,1.06783102286809,1.31398783545031,1.75117386495074,1.52319549917697,1.34990607007411,1.85191894451155,1.0574859624027,1.92107502298423,1.60040328571022,1.33595143141706,1.28011750273675,1.64469445577775,1.24310426642517,1.82561233487161,2.22307446240229,1.71911703673871,1.70709434824922
"1909",1.88444000943287,1.28802599025418,1.75517940636949,1.27479764625989,2.39113128842306,1.40462847552027,1.48459769685718,1.85636021916559,1.39485462913141,1.85892309095951,1.50585628251746,1.56764159633318,1.50485128873975,1.54394795702908,2.04795011137532,1.22805906429222,1.4103884080096,1.378751057937,1.96145269511766,1.25536009373181,1.80406983538358,1.44039506413222,1.0710152233347,1.04616710760814,1.30407666872043,1.7531567030539,1.49765269691692,1.34459342842275,1.82025469530808,1.05189946928203,1.90218537254733,1.59680086046277,1.32693338806229,1.27162179437635,1.64444763635748,1.22772663522625,1.82383932074079,2.18772709798575,1.7205642258985,1.69054082213202
"1910",1.87436910189085,1.28843383834609,1.74944741864191,1.29081522966276,2.39632326089329,1.41927141644232,1.4913590834289,1.87073818122304,1.38362533312997,1.84786347319276,1.50288186678213,1.5677585812422,1.50354681809189,1.54045922144871,2.03410053852092,1.23762808068702,1.39750829540153,1.37672587057834,1.94765798927332,1.25949944134854,1.81124915653217,1.44802583583975,1.08740377225063,1.03539114924496,1.29943294491006,1.75644542659898,1.48338357770843,1.34902564714793,1.8006325936255,1.04501184644344,1.89363721789921,1.59398445544042,1.31915632927669,1.26459494672417,1.64847569911972,1.21789287931767,1.82435851653579,2.16149584413505,1.71852830455578,1.67273552784578
"1911",1.86545082412351,1.2878861302663,1.7488925878098,1.30575542158241,2.40170449172631,1.4378052847357,1.50220365330494,1.88342976421874,1.37746697715596,1.83375956360819,1.50217686387552,1.56799037306034,1.50415439208943,1.53546052703521,2.02616554079665,1.24430799769382,1.39065461692664,1.37575646744667,1.93739893215483,1.26572377413024,1.81253449267922,1.45745359389869,1.10620633612181,1.02993432551567,1.30155302014484,1.76075579106721,1.47365176369231,1.35854921230158,1.78951329239743,1.03991914134317,1.88885754147174,1.59333362514218,1.3175181743471,1.26289251180374,1.65201029194762,1.21356259092922,1.8266971240558,2.14898353984682,1.71664885591514,1.66376802544994
"1912",1.86185306805282,1.28818576127732,1.74830376556382,1.31939995487297,2.40773900858561,1.4554812190485,1.51461373967382,1.89883442562019,1.37844819899274,1.81833711685697,1.50224916043277,1.56964601872738,1.50469180940582,1.5307754206406,2.02549144902145,1.25132102133947,1.39163763317174,1.3762645762887,1.93083743119404,1.27464235228168,1.80725725600673,1.46646109788065,1.12014327246498,1.02890551838966,1.31231028189971,1.77105166849469,1.46539300691277,1.36769928509886,1.78915568754405,1.03960492390735,1.89015466727328,1.59562723220847,1.32089603092495,1.26544222982927,1.65934235761705,1.2128339597606,1.83039735164909,2.14563784945131,1.71666367457171,1.66352281458703
"1913",1.86478578958211,1.2888480799571,1.74833585176399,1.33197324716336,2.41576638401027,1.46988983262836,1.52651375535521,1.91113032231239,1.38460314907178,1.80943246756937,1.50345820693922,1.57368308511394,1.51665637295527,1.52866724705096,2.03092968071329,1.25820256758608,1.39661121095893,1.37934771375456,1.93006422006275,1.28434257879755,1.79943579589291,1.47361460064441,1.1342563096918,1.03202528541235,1.32457760334982,1.78449028392484,1.47062057950722,1.38166203472947,1.79450384240262,1.04402063651376,1.89710929724151,1.59850842507422,1.32661316438713,1.27009940404617,1.67094981721426,1.21471304878452,1.83642686559388,2.14935611869298,1.71871016568246,1.66713842732364
"1914",1.87471361222057,1.29000619552579,1.74763469074028,1.34602723189767,2.42741175170698,1.47938953833174,1.53701063561331,1.92521572621598,1.39168087269842,1.80074239733021,1.50666777933421,1.58041030380512,1.53362654815242,1.52246334703248,2.04439603683766,1.26151078100313,1.40212674915,1.3816754609029,1.93231765551795,1.29424223716286,1.79138823172472,1.4828278169102,1.1420669733682,1.03667905268024,1.33849621160825,1.80246568064209,1.47829173252759,1.39179361503598,1.80110948614397,1.05012133913702,1.90424027023616,1.60369895500473,1.33426556029318,1.27701946320684,1.67967303494716,1.21641157166868,1.8465985424503,2.15682292913248,1.72215079618319,1.67163960932484
"1915",1.87971917755439,1.29500034976013,1.74689627197504,1.35487074565281,2.42646263810811,1.48071231924982,1.54801129145985,1.93886272011315,1.39212583049415,1.79281833128998,1.50627807037526,1.58321849120578,1.54906374929111,1.51880555988103,2.05701694719722,1.26480042854962,1.40416833727259,1.38509601297088,1.9283159473424,1.3017105319843,1.78380666150148,1.48796213888095,1.14113441855528,1.03931392229828,1.34949582654444,1.81654060326608,1.47277615900079,1.3974872127967,1.80435617672864,1.05949449118387,1.9110384490417,1.60926435484921,1.34295414167854,1.28331224844127,1.68264127952407,1.21637747384176,1.85713131628972,2.16088687683931,1.72554936282713,1.67406723928711
"1916",1.86580363961854,1.28716774153602,1.74799945333616,1.34107956044937,2.39468736051781,1.47704427129651,1.56246927938274,1.93843111163517,1.37541514999923,1.78379734531465,1.50647550815982,1.57063543591668,1.54599958143317,1.52302663735201,2.05438613298209,1.26367365920552,1.39850120602372,1.38149872033666,1.91090407432679,1.30494758293596,1.79562386206567,1.48794838782491,1.14518358765373,1.03780748853434,1.352109546949,1.82008646382005,1.45237315678522,1.39628099350919,1.79056230160397,1.05865948829499,1.90476081423343,1.59985273914308,1.34608040953147,1.28776812008305,1.66722964547798,1.22532518610998,1.85684980998279,2.14201114635946,1.70834350735975,1.67266975527037
"1917",1.83986176377293,1.27046022823529,1.75135800090892,1.32103819070875,2.34777156088732,1.48186080673891,1.57151895696298,1.9264730750693,1.35716832739536,1.77410281869877,1.50834542549384,1.54800036789154,1.52192032978809,1.528250420261,2.02811038280584,1.26177875532357,1.38876174019747,1.37061450238025,1.88965997580631,1.30500076377541,1.81797904486878,1.47648327466443,1.15727320109993,1.03087512690223,1.34581270965547,1.81028660915245,1.42307709054161,1.39196749291735,1.76199913930972,1.05140869986618,1.88507590408208,1.5798603909491,1.34285705498728,1.28984373807958,1.63724619802253,1.23940235151386,1.8415455581664,2.0993033905142,1.68990138162317,1.67346947096048
"1918",1.81331983303701,1.24419986922824,1.7577025764965,1.29422455071735,2.32033161995676,1.4865454701112,1.57689886974959,1.9121941391001,1.32676632054053,1.76542499571488,1.50794315019425,1.52094770256835,1.4884090632895,1.53275776301055,1.98166084461743,1.25572263646718,1.37658990399506,1.355700069597,1.86759124199651,1.30326668575576,1.84129656755981,1.46722760817118,1.16755933058911,1.02136221696884,1.33526988612402,1.79507167019425,1.39149382711836,1.3858333616557,1.72354163269176,1.04345616117967,1.85887924749588,1.5533513533211,1.33984527828987,1.29049825152524,1.61047596045074,1.2551430105626,1.82379354091896,2.0480772884084,1.6794587944952,1.67343154680731
"1919",1.78796175861018,1.22217958395553,1.76009411682828,1.26804000791156,2.3033174925374,1.488793355714,1.58784292567237,1.89684829997115,1.29612670199488,1.75161221029533,1.51225011058128,1.49662940891018,1.45927397876562,1.54299764810394,1.92160764425892,1.25325501583704,1.35993867200352,1.34093695356995,1.85452577408529,1.30281651340834,1.86396714304696,1.45358251654168,1.18355431599055,1.01124242674605,1.32528487079543,1.78832355229367,1.35645210193327,1.37953325265501,1.68766791574068,1.03948831313517,1.82589775779418,1.52828359854075,1.33614509323185,1.29098080459327,1.57639103249571,1.26576857048236,1.80637081019429,2.0011793098236,1.66421029163136,1.67011306464913
"1920",1.76584302907992,1.2115748672073,1.75954889729384,1.25244464496213,2.27915926931667,1.48467522419282,1.60510589094845,1.8898529736274,1.27144546844021,1.73505849640853,1.51573041096027,1.4763944759274,1.4476046924173,1.55646430073451,1.88676969431132,1.25139145936593,1.3479728236184,1.32860692004532,1.83991535683479,1.30455510061819,1.87415373440179,1.44225859419338,1.1957752161558,1.00400913586664,1.32133220713556,1.7854018761356,1.3301650774547,1.37600880578848,1.67498870654044,1.0414516920432,1.80925674081054,1.51230554351328,1.33792152913904,1.29249273178377,1.54995820729367,1.27210423239716,1.7990971446718,1.97136136743313,1.65341229864686,1.66903896775315
"1921",1.75632698209637,1.20275726014073,1.75947152656603,1.24630670902459,2.26381595790865,1.47655788914533,1.62247397023471,1.88781698163246,1.2528984821837,1.72321299955761,1.51599450986676,1.46583244773455,1.45020632884251,1.57388315741338,1.86410619000717,1.25102203753838,1.34139092450249,1.32478582374774,1.83012182512453,1.3059622348608,1.87596101458854,1.43619551428824,1.20019352979789,0.999726913587682,1.32140560422299,1.78363892066561,1.31331348700953,1.375207857779,1.66700550957835,1.04707640350907,1.80496464356662,1.50409411502222,1.34728918681454,1.29473756607917,1.52581595025994,1.27443050996894,1.79563118875545,1.95225281938422,1.64824684892533,1.66959712145514
"1922",1.75602612094298,1.19566189370083,1.76063757402361,1.24602275409319,2.25821924514684,1.46684437332315,1.64247743754483,1.88753508457597,1.24422124409031,1.71060642101459,1.51616700645928,1.46323155352857,1.45131002210053,1.58928566847811,1.85398107936703,1.25169645471926,1.33767645848108,1.32349098461457,1.82472150988912,1.30809855342247,1.87321426898024,1.43206056203949,1.20190288282235,0.998146779680121,1.32335859952461,1.78762136700478,1.29979324205216,1.37529689394167,1.66879788930208,1.05267367861113,1.80674888753883,1.50100576869374,1.35949294932473,1.296863071328,1.51380265530933,1.27671714046824,1.80066937833644,1.9404212893207,1.64689689225193,1.66882680486647
"1923",1.76394364073207,1.19339536184307,1.76364234068068,1.24777103307555,2.25684940982604,1.45929870267929,1.66332109234227,1.89272529924931,1.24301675016465,1.7058007942006,1.51620165125637,1.4676618906123,1.46361374045538,1.60850881670396,1.86169048686303,1.25424209183823,1.33726075624256,1.32416122978758,1.82226416317988,1.30954286659491,1.86913551828239,1.43181051349921,1.20167066090941,0.998677072200678,1.32753126414485,1.79128653042602,1.29638903115229,1.37432825902587,1.67425485942797,1.05913573968418,1.81442336695454,1.50022841690579,1.37383844620765,1.30169143604957,1.5081492386562,1.27676539508812,1.80830926751798,1.93466919563723,1.64770932872433,1.66615707901888
"1924",1.77733072223227,1.20273430584453,1.7682371564504,1.2537164333455,2.25651466182391,1.45032073574656,1.67998658536992,1.90298357593632,1.24706463409278,1.71053293200643,1.51911890750197,1.47800786118483,1.47390087489223,1.6287689621153,1.88055688032513,1.25842972676696,1.33756337063058,1.32811040884952,1.82345467332464,1.31533121865782,1.86613757616947,1.43710172037276,1.19983353148943,1.00301268432386,1.33540812650964,1.79614190994998,1.29732904370708,1.37721545670584,1.68827587163764,1.06431715494841,1.82826701468968,1.5053263480529,1.38727452004053,1.31204006435195,1.50655822017958,1.27686468388288,1.82344827585154,1.93864869556056,1.6502735443536,1.66149255848345
"1925",1.79913461378996,1.21449289070857,1.77354664056752,1.26030659438274,2.25646964027127,1.44204783498229,1.69239740968125,1.91573495894335,1.25672752886799,1.72291548533762,1.52232894367063,1.48893161114894,1.48643758141189,1.64727828253822,1.9021825836346,1.26514993157462,1.34170598371784,1.33309306574712,1.82811659429255,1.32087835977699,1.86712558243197,1.44253076408775,1.19975958077998,1.00827841756137,1.34384275676384,1.79982903798742,1.30067417063616,1.38540793727033,1.70893446483903,1.07161570327456,1.84665729398631,1.51157224626873,1.39535423257088,1.32416640532361,1.51053667619052,1.27711309299462,1.83808071709419,1.94814895017109,1.65789132809154,1.65595705562462
"1926",1.81969571968239,1.22472625996243,1.78083386913135,1.26583736223493,2.25650518838343,1.43717610533645,1.7034963283713,1.92976424492733,1.26742818497335,1.74014757300561,1.52462613423117,1.50563315795885,1.49147660997895,1.66599317054832,1.9224044169204,1.26969539038992,1.34396954587614,1.336011212121,1.83306899349958,1.32671111810578,1.87234996162525,1.44695218295768,1.19957116725873,1.01496544177471,1.34918816114286,1.79907426329458,1.30536448685066,1.39248296857241,1.72403858667483,1.07212998660184,1.8638298740582,1.51844506673736,1.39876815961261,1.33683767430715,1.51711777726584,1.27939850191766,1.85473589500366,1.958919512111,1.6648945654239,1.65509468599183
"1927",1.83463722234423,1.23458880247315,1.79289779171322,1.26688487971298,2.25615831315077,1.4342909193932,1.70384968746111,1.94290316773789,1.27919925544536,1.7556750474869,1.52922031801561,1.51840731077914,1.49367361689747,1.68444514917806,1.93415673745445,1.26857593770937,1.34331006014633,1.3415394242069,1.83634899282886,1.33007151804418,1.87913785563419,1.4478060198223,1.19785559347883,1.0227492838228,1.35004766967109,1.80331689607931,1.30612346839332,1.39672180123705,1.73837612716549,1.0707960807255,1.88118690172785,1.52223889240505,1.39785823528734,1.35754766481208,1.51969987076247,1.28013471905111,1.86262152143185,1.9678918929149,1.675037016819,1.6548321857532
"1928",1.82667897964632,1.23648783256774,1.80519633867842,1.2642650909782,2.26507706451443,1.43389760027052,1.70400177075342,1.94061443264533,1.2861545384591,1.73085319117284,1.53447231592002,1.52766714863843,1.50178412499224,1.67759771023065,1.9257656796621,1.27241594519768,1.34101671025196,1.34883462100641,1.83634884860537,1.33008022154376,1.8695697313943,1.44814036717661,1.19807238313312,1.02826490425596,1.34924877744058,1.81925721481069,1.30895066453811,1.3983557733501,1.73859035538788,1.0813451565371,1.89788415654681,1.52260440838351,1.39832383221864,1.37377927602757,1.5171671099859,1.27997709298679,1.85189553662179,1.97712724038301,1.67103817829089,1.65477427842655
"1929",1.79359465833116,1.23510691066473,1.81416337582194,1.26442023775794,2.28118811695319,1.42911417885051,1.70153555259372,1.91072771908463,1.28689030995621,1.69211436827745,1.53671211758104,1.53126500385235,1.5115578483041,1.65046972548791,1.89763103472972,1.27515584155871,1.3448209462874,1.35187331285434,1.83496522136382,1.3328429108927,1.85874262287371,1.45361799299836,1.19524656034776,1.03029282032085,1.35507524745529,1.84285067579184,1.31585745641017,1.39398560951991,1.72096590932203,1.10043117889585,1.90711455582295,1.52260513011147,1.39825036294661,1.3741735884706,1.51435146535203,1.2788081745657,1.82609037423064,1.9803452312429,1.65127021360234,1.65489777450687
"1930",1.7395501746602,1.23357030852923,1.82460856268021,1.26710719942009,2.3024705056915,1.42095122157364,1.69679536972902,1.86406207614558,1.28279178010404,1.64754194492201,1.53983634374736,1.53242056459134,1.51251634731753,1.60680692187493,1.85649955704153,1.27997267590968,1.34871260565771,1.35269493241071,1.83379688286617,1.33533364413696,1.84929735056376,1.46199057758151,1.19386786624633,1.03304243631133,1.36318505069294,1.87190614625005,1.31702745660837,1.38842345476421,1.69223946789397,1.12244071395558,1.91413222279249,1.522621010081,1.39361808921376,1.37117688865042,1.51302973455659,1.27751966140606,1.79855941187585,1.98229216889365,1.61502435317602,1.65649817710422
"1931",1.68201227239518,1.23773483181057,1.83561768184587,1.26372454590819,2.3218618956489,1.41123880179382,1.69289434805551,1.82632590157156,1.28292093022704,1.6131282816118,1.54662460086545,1.53391486830829,1.51681718464606,1.57670167743124,1.81467376550685,1.2840693684849,1.34980426777571,1.35743012972884,1.8326713742873,1.33762171919906,1.83210478681979,1.47229805330339,1.20181834909891,1.03571270490549,1.36995751502019,1.89510116868652,1.3164856405828,1.38778406279412,1.66217246909509,1.13503765831461,1.92764175300331,1.52223967461979,1.39241338414493,1.37505935369863,1.5099230178991,1.2753601745565,1.76977028660979,1.98418464330618,1.58267394412063,1.65737681635335
"1932",1.64211811809319,1.24608245595275,1.85020708628781,1.26154737972244,2.33372803111748,1.39916730307799,1.69106009371609,1.802481267878,1.29508303671323,1.58760929300159,1.5594234485675,1.54389950546295,1.51997503259187,1.55261352516579,1.78166676179342,1.2876717610343,1.34679170654793,1.36571433572383,1.83392521611289,1.33846008077802,1.8200775053283,1.48589499418879,1.20645937508325,1.04045781866237,1.37262149754849,1.9176389122096,1.31650096549061,1.39090660170925,1.64659387192763,1.14056164734755,1.95209693858795,1.5220010423473,1.39154657705569,1.38622457552609,1.51238682879972,1.27547945819579,1.75319466896306,1.98531923830815,1.5679293106324,1.6576707190889
"1933",1.62034283274776,1.25773945662432,1.87304390096211,1.25945029960588,2.33993500929514,1.3862579792616,1.69010415837092,1.78922538842798,1.31259128146049,1.58028140749139,1.57197060781589,1.56104035083198,1.53007013342348,1.53816798991538,1.76381469404731,1.28870609934889,1.34022075624005,1.37552096743517,1.83649990383892,1.33720299422193,1.81399586303292,1.49566209540475,1.20867570056207,1.04456474125868,1.37199139036761,1.93689482462548,1.31604798978118,1.39649775523973,1.64229058561684,1.14231664938347,1.97446474144715,1.52071611492017,1.38915059376597,1.40315048248246,1.51344977854163,1.27479319535314,1.73706280300939,1.9854414885889,1.56134915203373,1.65890800476902
"1934",1.61128403664359,1.27006837280637,1.89318697412325,1.25903916079755,2.34051691412478,1.373230372664,1.69011196520008,1.78245345440004,1.33222199818863,1.58862964009128,1.58624216740892,1.57952517438202,1.53165556872078,1.52676627435963,1.75856430649547,1.28867567315166,1.33100594407298,1.3860173201185,1.83950882843834,1.33526137608921,1.8069811479843,1.49787255389621,1.20881034861057,1.04679075380607,1.3692793975378,1.94333892674324,1.31666005088639,1.40012331558471,1.64872732089516,1.14259447098736,1.99938634989102,1.51995597927439,1.39155498439045,1.41648969380428,1.51293094866323,1.27447118089936,1.72695843061103,1.9830518784132,1.56607770915101,1.66301751686991
"1935",1.61150760459309,1.28410119681515,1.91286452864608,1.25912533605487,2.33912302903699,1.36490337717001,1.69024126918816,1.78107855010759,1.34840793407734,1.60043766132932,1.60212700886148,1.59914155852252,1.5335472127157,1.52618007139068,1.75713407608696,1.28910174513997,1.3229213314761,1.40099053032514,1.84488571907291,1.33294894182872,1.80855712612891,1.49809416177593,1.20869895492581,1.0499141765333,1.36537231922515,1.94364250252383,1.31744870620187,1.40293227756085,1.6568122267546,1.14149645550417,2.02416863020234,1.51914827255356,1.39299497761506,1.43085008753392,1.51314649164324,1.27436523326837,1.72269232020808,1.97802560778711,1.57485615569805,1.6697875397882
"1936",1.62175205211162,1.30098214565577,1.93459627406804,1.25982029366303,2.33817417971159,1.36446418957381,1.68996625562727,1.78506860348793,1.36637651956625,1.615634876711,1.61450792453559,1.61673206652179,1.53431482946376,1.5328050853489,1.75883225526752,1.2898457779187,1.31880411630328,1.4151989936686,1.85123283199261,1.33021742896313,1.8135903809637,1.49725252714808,1.20993075066338,1.05222700651533,1.35920013440028,1.94184709488702,1.32121067559642,1.40790653333312,1.66549278824228,1.1404981518764,2.04232617192003,1.51800715099769,1.39294726561234,1.44407893607385,1.51449019499992,1.27644577880975,1.72532223109566,1.97138215432732,1.58721175787057,1.6792883536947
"1937",1.63330518683102,1.31264194390303,1.95380630086592,1.26135314197795,2.33854147881672,1.36889871264343,1.68965508009806,1.79016352366672,1.38101316562301,1.63623987428596,1.62452443750864,1.63074270317744,1.534285425403,1.54348568769242,1.76152379611722,1.29090792835284,1.31648770335144,1.42680476106351,1.85543390696244,1.32940510715367,1.82123122129016,1.4944888454229,1.21414846633941,1.05822686546383,1.35266612515507,1.9387982618206,1.32333827804879,1.41104659547641,1.67522891003135,1.14058591927674,2.05959322215709,1.51913196159189,1.39359732554986,1.45455706323893,1.51845251430397,1.27922243592417,1.73799880258076,1.96224395051195,1.60057492734197,1.68786293355259
"1938",1.63968384122143,1.32014201854912,1.9736794829792,1.26505142385895,2.34003929473586,1.37619856110619,1.69080268578494,1.79162599091119,1.38663211039003,1.64994467534018,1.63225123571663,1.64211014281071,1.53389627526186,1.55226307983926,1.76164967854257,1.29349493570165,1.31690931862587,1.4303555956302,1.86064843312753,1.32740195672363,1.82971893987938,1.49248590696153,1.21819684332414,1.06350375994406,1.34930534915892,1.93600296152568,1.32481000747627,1.41446460890301,1.68442999396482,1.14133052333171,2.07301052540249,1.52444025148534,1.39537907231273,1.45746373951996,1.52310662340449,1.28445715232538,1.75063534542697,1.950362553936,1.61271101426119,1.6969791503045
"1939",1.63967894385891,1.32471804977984,1.98107651762235,1.26720541157102,2.34074960895659,1.37520997349644,1.69056124736806,1.79135867395833,1.38293502994856,1.64197759901496,1.62999471642755,1.64711036964746,1.53301607216137,1.5553281854397,1.76317393045609,1.29918151500337,1.31997450077649,1.42558676123345,1.86337577318146,1.32026917449144,1.83878795998619,1.48804775093848,1.224878692128,1.06813835621341,1.34536699668587,1.92967187435587,1.32588460303409,1.41545409494793,1.68399328473824,1.13844146192588,2.07318265752866,1.52818508696223,1.39504569703844,1.45985788350964,1.52805261998028,1.28865153591378,1.76024907126646,1.94394367965763,1.62389623576615,1.70666864105002
"1940",1.64659494800768,1.32312928565038,1.98291286234982,1.2667809037559,2.34128825505887,1.36335511547708,1.68905833742828,1.7969069937998,1.379996731442,1.61732341859852,1.62418946155056,1.6464904225615,1.54189636754582,1.5485431301892,1.77604852507712,1.29414801108532,1.30502228536571,1.42391585904351,1.86521139210274,1.31250200579099,1.84332180656901,1.48529157881387,1.2250248021189,1.06851519115242,1.34823419428411,1.92943916839307,1.32768229634605,1.41389377410401,1.69475472692107,1.13883710967639,2.07417843686779,1.53324878260993,1.40119283667763,1.4799670760565,1.52919574317813,1.28732748831811,1.75909099904824,1.94702352851356,1.61510407916171,1.71384269614039
"1941",1.64962852402802,1.32381182222153,1.98326603484258,1.26774224053467,2.33952571706368,1.33731363465482,1.68142801355568,1.79493742676431,1.37908279928245,1.58107389294594,1.62417243502004,1.63992674406211,1.55477624643559,1.53341282205102,1.79584569527589,1.28449977327627,1.29038704274705,1.42966596444421,1.86610624760042,1.30922748596484,1.83750654688894,1.48760503472759,1.21558533786606,1.06659375949587,1.34898027071497,1.93848319497638,1.33043258758852,1.41580851497228,1.71197816391393,1.14253675710829,2.08241876812151,1.54048025231055,1.41198997419697,1.50249100959412,1.52927299028515,1.27388438034492,1.7485080049449,1.96408284529817,1.60148987500973,1.72260975891277
"1942",1.65155552112342,1.32448253879315,1.98191658465646,1.27122481319453,2.3378971103602,1.29744132713006,1.67049340379043,1.78719001744873,1.37673818425378,1.53202782128818,1.62703338806158,1.63241833065747,1.57026693414421,1.50842437906511,1.81496864080878,1.27688105245465,1.2835130169151,1.44112392182492,1.86754248994365,1.30547948360908,1.82815504467318,1.49822371141547,1.20431562147254,1.06474366118569,1.35318256678953,1.94481892900958,1.33290081727779,1.41726636905537,1.73489978049982,1.14825884130709,2.09058742869896,1.54664420255059,1.42831068549488,1.52129069306717,1.52915841329108,1.26296035935551,1.72651478857407,1.98800936114251,1.58597818583815,1.73192076646646
"1943",1.65324189264557,1.32426939570998,1.97705501340194,1.27994385283979,2.33671967413197,1.25480876854451,1.65657277329739,1.77939582745474,1.37304763465694,1.48035834339707,1.62892641201569,1.62397107261273,1.58380039514784,1.48180613380468,1.82659601432151,1.27001502268872,1.27529770120133,1.45143726159842,1.872440330423,1.29954781579287,1.81269380873999,1.50685092490955,1.1986978070124,1.05694126085061,1.3578895645407,1.95365430022107,1.33565605921689,1.41985521180599,1.75081548042739,1.15323038287137,2.09824280479389,1.55803112290907,1.43836192139795,1.53435775515539,1.53142464833795,1.24987395945284,1.705686520727,2.01277932892164,1.56472747136958,1.74239935049382
"1944",1.65264775000513,1.3242532819493,1.97611245889721,1.28298792825845,2.33757382264605,1.23396401612192,1.63684659196404,1.77531489244929,1.36371250552282,1.44927652407053,1.62724814570781,1.62210494942027,1.59722329418395,1.46206075041177,1.83207431273375,1.26447929896869,1.25747612119374,1.45202396521142,1.87833913130739,1.28973397364461,1.80169847991936,1.50294549262174,1.19827386440276,1.05059056582592,1.36371449790434,1.95226003062363,1.33966847991215,1.42952778215691,1.76051694261793,1.15291309877589,2.10506898521242,1.57076622250874,1.44595933414049,1.53623851720827,1.53226254765044,1.24165885555455,1.69199060107677,2.02060084970228,1.55181612433308,1.75616451677636
